ano,estado,municipio,produto,area_plantada_ha,producao_toneladas
2015,PA,Oliveira Paulista,Café,869.78,
2004,RS,Correia,Feijão,330.34,2378.03
2022,MG,Monteiro dos Dourados,Trigo,61.1,2348.93
2005,GO,Barbosa Grande,Soja,805.73,2743.27
2001,MS,da Luz,Café,994.79,4749.07
2012,PA,Alves de Ribeiro,Café,452.67,210.19
2012,PA,Melo de Carvalho,Café,940.72,3157.86
2018,GO,das Neves,Café,725.52,2224.69
2017,PA,Teixeira,Cana-de-açúcar,466.98,3083.2
2018,GO,Almeida do Galho,Arroz,497.77,2698.94
2000,PA,Silva,Milho,500.58,1715.96
2007,BA,Moraes Verde,Arroz,624.37,1990.9
2021,SC,Fernandes,Soja,86.67,2313.95
2015,SC,Almeida do Galho,Arroz,758.88,4627.36
2001,MT,Freitas da Praia,Cana-de-açúcar,273.11,3156.08
2007,MS,Nunes,Trigo,311.69,1276.03
2005,PR,da Mata da Mata,Arroz,696.51,3649.77
2015,PA,da Costa da Prata,Feijão,345.29,2341.87
2022,MG,Silva,Café,576.55,4498.72
2010,SC,Barbosa Grande,Arroz,741.22,3266.83
2016,PR,Alves de Ribeiro,Soja,263.15,4687.85
2022,PR,Gonçalves,Soja,444.54,4566.57
2018,MG,Almeida do Galho,Algodão,14.67,3114.79
2010,RS,Fogaça,Soja,,2390.45
2007,RS,Pires da Mata,Trigo,681.9,1080.42
2021,MT,Silveira de Minas,Milho,570.07,476.42
2003,BA,Aragão das Pedras,Soja,177.57,2977.94
2010,BA,Rocha,Feijão,546.58,
2007,BA,da Luz,Soja,444.88,4901.22
2008,MT,Oliveira Paulista,Café,206.15,3682.52
2001,SC,Correia,Feijão,725.33,1837.25
2015,RS,da Conceição,Milho,771.01,1142.99
2005,MG,Nunes,Café,479.37,3401.03
2020,MT,Melo de Carvalho,Café,249.15,580.35
2020,PA,Azevedo do Amparo,Feijão,360.73,4119.6
2018,PR,Caldeira,Algodão,179.14,2786.59
2007,RS,Gomes das Flores,Soja,827.85,4470.11
2013,MT,Peixoto,Milho,251.09,3196.53
2023,PA,Caldeira,Milho,120.49,3860.09
2015,GO,da Costa da Prata,Algodão,252.06,2422.8
2011,MT,Cardoso,Feijão,767.62,1285.96
2004,SP,Araújo de Rezende,Milho,329.79,3855.79
2023,MT,Cardoso,Cana-de-açúcar,832.32,5.82
2023,PR,Rocha,Milho,91.6,429.41
2018,SP,da Paz,Arroz,132.68,275.45
2017,PR,Almeida,Arroz,864.07,3109.96
2008,MT,das Neves,Milho,931.56,2146.11
2001,BA,Correia,Arroz,569.16,1400.1
2019,RS,Correia,Cana-de-açúcar,752.25,407.14
2011,GO,da Costa da Prata,Café,717.55,2630.56
2001,BA,Correia,Algodão,393.93,
2009,SC,Fernandes,Cana-de-açúcar,515.14,4587.35
2000,BA,Almeida,Café,749.45,4530.72
2003,RS,da Mata do Oeste,Cana-de-açúcar,301.51,4517.45
2011,SC,da Conceição,Algodão,262.41,
2008,RS,Barbosa Grande,Milho,750.41,542.69
2003,SP,Araújo de Rezende,Trigo,232.99,4911.15
2008,SP,Silveira de Minas,Cana-de-açúcar,928.74,3110.83
2005,SP,da Luz,Arroz,519.69,109.73
2000,PA,Fogaça,Milho,374.11,1858.39
2009,PR,Monteiro dos Dourados,Milho,793.93,3431.97
2013,SP,Melo,Arroz,462.13,264.94
2021,PR,Azevedo,Soja,,2535.35
2017,MS,Vieira,Trigo,618.82,3056.19
2005,RS,da Mata do Oeste,Algodão,894.75,3030.95
2017,SC,Correia,Café,839.41,3681.17
2019,SP,Rocha,Soja,913.56,3114.53
2015,GO,Oliveira Paulista,Café,252.19,1246.21
2014,PA,Teixeira,Soja,305.15,2348.72
2015,SC,Pires da Mata,Milho,850.52,2694.84
2007,GO,Gomes das Flores,Trigo,235.24,2492.29
2012,RS,Freitas,Arroz,203.28,893.71
2022,BA,Nunes,Feijão,621.81,4159.79
2010,RS,Vieira,Café,529.62,
2006,MG,Dias,Trigo,155.8,2243.89
2016,MT,da Costa da Prata,Feijão,280.28,1555.54
2017,MS,Alves de Ribeiro,Cana-de-açúcar,443.05,508.19
2021,SC,da Luz,Feijão,538.74,4601.38
2022,MG,Correia,Arroz,134.65,3342.4
2018,SP,Alves de Ribeiro,Soja,47.37,2550.18
2012,MT,Oliveira Paulista,Café,36.04,872.88
2014,GO,Vieira,Milho,539.35,1969.92
2022,PR,Aragão das Flores,Cana-de-açúcar,643.81,2146.62
2021,RS,Azevedo,Milho,769.33,4873.75
2021,PR,Alves de Ribeiro,Milho,750.64,1592.31
2000,SC,Almeida,Café,355.52,4695.99
2015,PR,Almeida,Milho,915.89,251.8
2004,MS,Vieira,Algodão,624.76,4941.03
2002,MG,Azevedo,Trigo,855.75,4377.64
2022,MG,Gomes das Flores,Trigo,825.46,3348.19
2009,PA,Freitas da Praia,Soja,862.26,3795.63
2018,GO,da Costa da Prata,Trigo,601.21,1727.41
2004,RS,Fogaça,Algodão,428.16,2444.42
2006,PR,Souza,Trigo,861.35,3142.5
2013,MG,da Mata da Mata,Cana-de-açúcar,368.12,3066.88
2002,SP,Oliveira Paulista,Arroz,952.68,1692.31
2012,SC,Nunes,Algodão,65.67,1868.32
2012,PR,Freitas,Algodão,740.2,4867.0
2009,RS,Silva,Milho,22.15,1006.17
2001,SP,Pires da Mata,Arroz,176.51,1023.39
2005,MG,Pires da Mata,Milho,673.98,4709.15
2007,MG,Alves de Ribeiro,Milho,520.94,272.88
2003,MG,Freitas da Praia,Café,168.52,2691.06
2011,GO,da Conceição,Soja,11.35,32.14
2014,MG,Fogaça,Cana-de-açúcar,74.66,4702.7
2007,SP,Freitas da Praia,Cana-de-açúcar,316.22,3967.14
2006,SP,Gomes das Flores,Trigo,851.51,3461.91
2013,MT,da Luz,Feijão,138.63,4060.39
2022,SC,Gonçalves,Algodão,323.36,4369.03
2018,PR,Almeida,Milho,597.57,2061.68
2013,RS,Correia,Milho,123.06,330.04
2021,MT,Silveira de Minas,Trigo,446.37,2051.18
2012,PA,Dias,Feijão,528.81,3651.05
2020,BA,Caldeira,Cana-de-açúcar,713.68,3331.59
2000,GO,da Rocha,Trigo,624.92,2852.85
2018,SC,Gomes das Flores,Feijão,140.32,147.43
2000,SC,Moreira,Algodão,732.03,4355.24
2003,PA,da Mata da Mata,Milho,137.34,
2009,MT,Rocha,Algodão,895.18,157.41
2002,MG,Moraes Verde,Algodão,511.45,4854.85
2019,RS,Gonçalves,Arroz,433.39,3483.04
2008,GO,Dias,Trigo,224.57,
2002,RS,da Costa da Prata,Trigo,770.24,3979.22
2005,MS,Silva,Milho,768.65,4313.9
2005,SP,Alves de Ribeiro,Cana-de-açúcar,452.47,1138.85
2022,MG,Azevedo do Amparo,Trigo,66.09,4691.95
2011,GO,Barbosa Grande,Café,286.31,2832.17
2022,MS,Araújo de Rezende,Arroz,486.81,100.08
2000,PR,Silva,Café,740.15,2958.38
2015,MS,da Costa da Prata,Milho,593.93,1048.89
2023,RS,Nunes,Café,67.09,3419.4
2004,MT,Almeida,Feijão,615.66,2712.27
2008,MS,Pires da Mata,Cana-de-açúcar,968.39,4299.57
2009,SC,Peixoto,Algodão,881.42,1849.39
2012,SC,Moraes Verde,Cana-de-açúcar,366.22,3429.85
2014,SC,Araújo de Rezende,Algodão,837.83,4709.71
2011,MS,Gomes das Flores,Arroz,176.18,474.66
2004,MS,da Costa,Cana-de-açúcar,426.07,
2004,RS,Gomes das Flores,Feijão,298.11,4955.03
2017,PR,Freitas da Praia,Algodão,787.54,
2011,BA,Aragão das Pedras,Milho,29.94,154.03
2002,MT,Alves de Ribeiro,Algodão,456.69,1798.04
2006,SP,Teixeira,Algodão,21.52,1043.67
2016,PR,Rocha,Milho,283.27,3778.98
2018,SC,Monteiro dos Dourados,Café,901.41,3601.27
2017,BA,da Costa da Prata,Soja,524.38,4479.09
2000,MG,Cardoso,Feijão,,1912.29
2023,BA,Nunes,Milho,155.94,1704.86
2004,PA,Souza,Feijão,546.6,2082.58
2001,GO,Caldeira,Algodão,313.39,4846.78
2000,MS,Vieira,Soja,818.2,4060.84
2006,MT,Almeida,Cana-de-açúcar,57.67,316.53
2010,RS,da Mata do Oeste,Milho,750.43,317.52
2010,SC,Viana do Amparo,Café,627.58,1183.35
2017,MG,Almeida,Milho,642.25,2556.93
2016,MS,Aragão das Flores,Cana-de-açúcar,395.18,2835.17
2001,PA,das Neves,Algodão,125.61,4539.71
2006,GO,Cardoso,Arroz,334.4,4993.19
2006,RS,Moreira,Feijão,561.89,1327.47
2009,BA,Vieira,Cana-de-açúcar,931.41,1108.69
2021,PA,da Luz,Algodão,207.26,2202.72
2020,MG,Cardoso de Minas,Milho,645.68,4676.25
2002,RS,Melo,Arroz,103.41,2555.06
2011,MG,Teixeira,Milho,117.45,471.16
2002,GO,Teixeira,Feijão,980.35,3183.56
2010,RS,Cardoso de Minas,Feijão,337.45,
2011,SC,Silveira de Minas,Café,499.91,3617.85
2003,SC,Almeida,Milho,402.95,3692.64
2015,MS,Azevedo,Soja,564.89,4390.53
2019,MG,Freitas da Praia,Milho,678.64,4992.33
2017,RS,Novaes,Algodão,145.92,3146.22
2003,PR,da Mata do Oeste,Café,989.07,2369.67
2021,PR,Almeida do Galho,Trigo,477.74,3729.43
2005,MT,Araújo de Rezende,Algodão,909.01,1006.07
2020,MT,Viana do Amparo,Feijão,169.1,302.69
2014,PR,Novaes,Algodão,185.37,1065.83
2000,PA,Barbosa Grande,Arroz,528.57,3070.92
2002,MS,Pires da Mata,Trigo,735.76,248.45
2004,MS,Moraes Verde,Cana-de-açúcar,242.11,3989.94
2021,RS,Alves de Ribeiro,Trigo,851.48,2341.02
2016,MS,Almeida do Galho,Soja,277.52,1157.08
2013,MT,Cardoso de Minas,Soja,113.71,4834.71
2008,PR,Dias,Cana-de-açúcar,29.58,2796.51
2002,PA,da Mata do Oeste,Milho,773.4,4412.98
2012,SC,Freitas,Trigo,583.16,2340.35
2002,SP,Silveira de Minas,Feijão,138.34,2498.71
2010,GO,Oliveira Paulista,Trigo,,1175.36
2001,SP,Fogaça,Algodão,84.83,4348.25
2023,MG,Dias,Arroz,998.49,2848.5
2014,PA,Melo,Milho,47.02,1797.89
2012,SC,Almeida do Galho,Arroz,979.43,1339.62
2018,MT,Fogaça,Trigo,486.19,
2021,PR,Melo,Café,473.97,290.4
2015,MG,da Rocha,Café,990.76,4371.66
2017,PR,Teixeira,Trigo,710.48,
2006,MS,Silva,Trigo,171.1,3924.06
2012,MT,Rocha,Algodão,703.67,
2003,MS,Correia,Trigo,762.4,3698.11
2008,GO,da Rocha,Feijão,514.36,1916.67
2009,BA,da Costa,Milho,120.92,4023.55
2008,BA,Monteiro dos Dourados,Algodão,768.04,2877.57
2006,MG,Azevedo,Feijão,768.79,1575.41
2014,RS,Novaes,Café,,2718.76
2007,SP,da Rocha,Feijão,570.59,3090.53
2018,GO,Dias,Soja,619.54,1898.3
2010,PA,Aragão das Flores,Arroz,890.67,3522.15
2004,BA,Aragão das Pedras,Cana-de-açúcar,525.8,1231.05
2001,RS,Araújo de Rezende,Soja,786.91,1893.31
2009,PR,Teixeira,Milho,629.67,4086.11
2015,MG,Vieira,Cana-de-açúcar,908.99,45.78
2022,PR,Novaes,Soja,790.13,610.26
2012,SP,Peixoto,Café,267.48,4500.57
2007,SC,da Mata do Oeste,Soja,538.0,4296.27
2008,MS,Teixeira,Feijão,160.52,782.77
2010,MS,Teixeira,Soja,67.05,2002.03
2010,MG,Dias,Arroz,78.7,4020.53
2022,BA,Fogaça,Trigo,840.59,4592.93
2015,SP,Peixoto,Milho,428.68,4677.39
2009,MG,Vieira,Trigo,551.86,898.87
2023,MS,Barbosa Grande,Trigo,309.52,2150.78
2011,SP,das Neves,Trigo,273.34,4873.76
2005,BA,Aragão das Pedras,Arroz,533.81,
2011,BA,da Rocha,Soja,709.39,2322.6
2009,RS,Almeida do Galho,Feijão,91.17,
2017,BA,Azevedo,Café,419.7,2733.16
2017,PR,Freitas,Soja,202.78,1238.54
2003,MT,Barbosa Grande,Cana-de-açúcar,90.05,4653.17
2008,PR,Aragão das Flores,Milho,,4998.47
2006,GO,Monteiro dos Dourados,Cana-de-açúcar,992.54,4348.58
2017,PA,Aragão das Flores,Cana-de-açúcar,831.98,4547.61
2007,SP,Barbosa Grande,Algodão,575.37,1007.64
2010,BA,Viana do Amparo,Feijão,864.87,2657.58
2006,PA,da Mata da Mata,Café,871.31,4501.84
2008,SC,Gonçalves,Soja,404.52,1198.38
2007,MG,Pires da Mata,Trigo,,2110.32
2002,SC,Freitas,Trigo,414.75,1970.15
2016,BA,da Rocha,Soja,290.02,2978.05
2001,SP,da Costa da Prata,Café,607.29,1975.79
2014,GO,da Costa da Prata,Cana-de-açúcar,782.7,4936.95
2013,MG,da Costa,Café,136.74,3123.8
2017,MG,Freitas,Café,212.75,963.38
2015,MG,Gonçalves,Trigo,709.25,4446.21
2019,SP,das Neves,Cana-de-açúcar,919.61,2995.74
2021,MG,Melo de Carvalho,Cana-de-açúcar,237.6,3640.39
2003,GO,Fernandes,Milho,657.53,3615.91
2019,SC,Dias,Soja,266.63,1155.11
2005,GO,da Costa da Prata,Soja,386.9,2427.25
2005,SC,da Conceição,Algodão,320.12,1538.38
2010,MT,da Rocha,Café,829.66,4280.72
2016,PA,Souza,Feijão,930.22,398.82
2023,MT,da Luz,Trigo,597.08,3108.5
2002,MS,Fogaça,Algodão,88.97,1733.58
2012,RS,Correia,Café,15.45,257.31
2021,SP,Melo de Carvalho,Cana-de-açúcar,344.28,4685.61
2002,GO,Silva,Milho,25.26,4810.07
2015,GO,Vieira,Arroz,646.18,580.65
2014,RS,Moraes Verde,Cana-de-açúcar,226.56,2045.64
2010,SP,Alves de Ribeiro,Soja,789.28,4853.39
2017,PA,da Conceição,Trigo,446.16,1370.39
2014,SP,Fogaça,Milho,896.39,411.09
2004,RS,Souza,Café,322.18,2971.55
2015,MT,Melo,Milho,154.02,369.5
2015,MT,da Costa,Algodão,407.46,1594.89
2016,MG,da Paz,Algodão,305.35,1806.37
2008,MS,Viana do Amparo,Soja,211.46,4271.84
2022,SC,Silva,Trigo,656.53,1992.04
2002,SC,Correia,Cana-de-açúcar,119.1,2062.57
2019,SP,Rocha,Café,493.89,3018.66
2012,SC,Cardoso de Minas,Milho,533.51,2952.68
2021,BA,da Luz,Café,11.19,692.99
2002,GO,Fernandes,Algodão,419.19,3280.3
2006,MG,da Conceição,Trigo,842.86,3311.16
2005,RS,Freitas da Praia,Café,133.28,818.41
2008,PR,da Paz,Algodão,402.34,3475.06
2011,GO,Teixeira,Soja,305.8,3437.84
2014,MT,Teixeira,Arroz,182.13,1206.8
2020,SC,Correia,Arroz,683.93,1357.59
2019,GO,Novaes,Café,152.62,3050.82
2002,SP,Souza,Milho,71.73,95.27
2009,MT,Gonçalves,Feijão,652.02,3160.06
2000,SP,Almeida,Algodão,,1047.23
2018,RS,Souza,Feijão,414.35,2879.63
2018,RS,Novaes,Algodão,524.65,2965.94
2022,BA,da Paz,Café,978.47,3588.35
2022,PA,Freitas da Praia,Soja,951.25,
2012,BA,Silveira de Minas,Café,813.53,4946.54
2011,MG,Moraes Verde,Arroz,828.48,
2000,PA,Novaes,Arroz,135.0,3435.35
2018,SP,Silva,Cana-de-açúcar,858.79,1048.99
2023,SC,Silva,Algodão,715.75,1066.5
2015,MS,Azevedo do Amparo,Algodão,204.18,1953.22
2022,BA,da Rocha,Cana-de-açúcar,107.13,3399.76
2022,BA,da Mata da Mata,Feijão,401.62,483.73
2014,MG,Oliveira Paulista,Cana-de-açúcar,326.3,3835.85
2015,MT,Azevedo do Amparo,Café,723.03,903.52
2010,MS,Silva,Cana-de-açúcar,877.06,829.27
2023,SC,Teixeira,Trigo,397.34,2300.61
2005,PA,Moraes Verde,Arroz,479.21,2853.31
2010,RS,Cardoso de Minas,Algodão,58.53,2150.16
2002,PA,Cardoso,Soja,454.87,2483.91
2014,SC,Teixeira,Arroz,452.87,4170.1
2000,SC,Melo,Milho,589.42,4621.15
2006,MG,Melo,Café,702.92,957.94
2000,MS,Oliveira Paulista,Algodão,,1598.86
2016,PA,Azevedo do Amparo,Cana-de-açúcar,300.53,4932.6
2008,SP,Viana do Amparo,Cana-de-açúcar,465.49,4849.18
2022,SC,Moreira,Cana-de-açúcar,304.65,2356.71
2012,MG,Silva,Soja,755.84,493.02
2010,GO,da Mata do Oeste,Soja,,1181.71
2019,GO,da Conceição,Arroz,488.8,4336.81
2005,SC,da Costa da Prata,Soja,355.27,3104.63
2000,PA,Viana do Amparo,Soja,427.27,836.36
2006,PA,Monteiro dos Dourados,Café,181.31,1600.86
2011,SP,da Mata do Oeste,Milho,271.98,3901.7
2021,MT,Silva,Cana-de-açúcar,445.83,2426.02
2019,RS,da Rocha,Soja,267.41,3852.15
2022,SC,Pires da Mata,Cana-de-açúcar,838.33,4797.28
2018,BA,Cardoso,Arroz,727.53,4706.07
2016,BA,Teixeira,Arroz,145.49,1968.45
2003,MT,da Rocha,Milho,50.63,2381.18
2002,MG,Moreira,Algodão,690.59,3694.22
2000,SC,Azevedo,Milho,687.16,237.68
2017,GO,Freitas,Feijão,368.5,2381.65
2020,SC,da Costa da Prata,Cana-de-açúcar,286.08,470.79
2014,MT,Vieira,Soja,314.73,3390.95
2007,SP,Freitas,Soja,863.3,4633.13
2000,SC,Alves de Ribeiro,Soja,118.73,1002.41
2019,PR,da Conceição,Soja,326.4,4765.72
2013,RS,Correia,Feijão,80.04,546.43
2003,SP,Viana do Amparo,Arroz,144.64,2764.15
2004,MT,Rocha,Trigo,392.37,2786.74
2022,PR,Freitas da Praia,Milho,110.41,2199.42
2012,PA,Fernandes,Cana-de-açúcar,455.48,1389.48
2023,PA,Souza,Milho,791.21,1740.04
2014,PR,Azevedo,Cana-de-açúcar,271.73,3684.78
2005,PR,Silva,Milho,714.22,1777.14
2000,MS,Vieira,Feijão,975.25,3219.74
2022,GO,Cardoso de Minas,Feijão,647.18,1075.54
2018,PA,Aragão das Pedras,Milho,23.17,1047.25
2012,RS,Moreira,Café,830.31,
2005,SC,Almeida,Trigo,948.51,89.96
2014,PR,Teixeira,Arroz,163.59,547.4
2015,MG,Caldeira,Cana-de-açúcar,99.02,1913.95
2023,PR,Freitas da Praia,Café,740.04,
2022,GO,da Costa da Prata,Cana-de-açúcar,94.65,905.19
2015,SC,da Mata da Mata,Arroz,148.2,4107.58
2009,BA,Teixeira,Feijão,84.55,1247.3
2021,BA,Fernandes,Café,61.9,2217.0
2008,GO,Silva,Feijão,761.52,25.39
2008,MG,Barbosa Grande,Trigo,803.8,1463.08
2016,BA,Araújo de Rezende,Café,332.01,1235.13
2016,MS,da Costa da Prata,Feijão,986.49,175.01
2016,PA,Alves de Ribeiro,Arroz,122.83,
2023,SC,da Rocha,Trigo,624.03,3788.02
2011,GO,Viana do Amparo,Algodão,540.68,3586.84
2012,RS,Viana do Amparo,Trigo,102.73,2923.15
2011,PR,Almeida,Café,226.5,2481.97
2013,PR,Novaes,Soja,99.36,272.39
2009,BA,Almeida do Galho,Milho,75.14,141.49
2022,RS,da Paz,Feijão,228.38,2750.89
2018,RS,Vieira,Cana-de-açúcar,109.35,1502.03
2001,PA,Vieira,Soja,41.65,1663.79
2003,SC,Oliveira Paulista,Milho,353.54,4125.68
2018,SP,Aragão das Pedras,Arroz,432.73,2081.41
2006,MG,Viana do Amparo,Algodão,459.54,1877.75
2014,SP,Peixoto,Milho,659.99,4667.08
2014,MS,Azevedo,Feijão,462.74,3148.14
2023,RS,Almeida,Feijão,491.88,2543.59
2005,RS,Azevedo,Café,91.52,4239.5
2002,MG,Barbosa Grande,Milho,199.3,4572.88
2005,SP,Monteiro dos Dourados,Arroz,81.53,280.49
2015,BA,Nunes,Feijão,784.13,3777.1
2001,SP,Melo de Carvalho,Cana-de-açúcar,754.62,
2006,PA,Monteiro dos Dourados,Cana-de-açúcar,716.12,2753.69
2010,PA,Cardoso de Minas,Feijão,636.03,3207.6
2006,MT,Correia,Trigo,246.21,3760.68
2003,BA,Aragão das Pedras,Café,40.45,
2023,SP,Alves de Ribeiro,Arroz,508.24,1763.66
2019,PA,Cardoso,Algodão,91.94,2858.92
2006,BA,Azevedo do Amparo,Feijão,665.49,3239.23
2003,SP,Fernandes,Soja,736.64,998.86
2011,MG,Gonçalves,Algodão,575.69,1376.28
2004,SC,Freitas,Soja,393.49,2905.38
2022,SC,das Neves,Café,746.09,
2018,MT,Fogaça,Café,910.77,2199.24
2004,PR,Araújo de Rezende,Trigo,396.06,2145.88
2018,SP,Cardoso,Soja,521.77,3478.44
2020,GO,Correia,Milho,449.34,
2002,RS,Silva,Cana-de-açúcar,607.2,
2010,RS,Vieira,Trigo,517.47,2554.33
2006,MT,Cardoso de Minas,Trigo,10.78,920.83
2016,RS,da Rocha,Café,,
2008,SP,Correia,Feijão,185.34,3236.34
2020,PA,da Costa da Prata,Feijão,650.72,3624.82
2008,MS,Gomes das Flores,Trigo,356.69,2395.33
2009,MT,Almeida,Cana-de-açúcar,813.04,2393.3
2012,SP,Oliveira Paulista,Soja,48.48,1559.4
2014,MT,Cardoso de Minas,Cana-de-açúcar,996.42,1404.58
2021,SC,da Rocha,Algodão,87.61,
2004,PA,Teixeira,Arroz,762.05,1062.23
2002,PA,Azevedo do Amparo,Café,676.27,1223.15
2007,PR,Vieira,Cana-de-açúcar,440.85,4987.16
2019,PA,Moreira,Soja,493.36,2656.43
2009,SC,da Conceição,Café,505.67,2927.55
2012,PA,Melo de Carvalho,Soja,378.33,4701.37
2002,SC,Moraes Verde,Soja,625.65,366.73
2021,MG,Barbosa Grande,Feijão,390.61,2132.72
2007,SC,da Rocha,Feijão,113.78,566.07
2008,GO,Melo,Arroz,88.35,467.68
2021,MT,Silva,Trigo,815.62,1882.41
2020,MT,Novaes,Feijão,473.96,618.25
2011,SP,Alves de Ribeiro,Trigo,630.8,1142.68
2010,PA,da Costa,Feijão,813.79,2951.27
2001,MG,Azevedo do Amparo,Trigo,342.33,22.05
2017,PR,das Neves,Arroz,335.33,2896.32
2008,RS,Souza,Cana-de-açúcar,243.43,1602.17
2001,MT,Viana do Amparo,Arroz,278.19,3445.06
2001,BA,da Costa da Prata,Trigo,388.86,175.84
2002,SC,da Mata do Oeste,Soja,502.81,4672.13
2015,MS,Cardoso de Minas,Arroz,609.71,146.1
2018,BA,Viana do Amparo,Arroz,620.04,1077.94
2003,BA,Souza,Café,764.42,2136.19
2022,MG,Peixoto,Algodão,759.41,826.86
2017,MS,Aragão das Flores,Soja,917.93,2971.34
2019,SP,Oliveira Paulista,Algodão,992.52,1309.5
2017,MG,Dias,Feijão,789.24,1949.82
2009,GO,Melo de Carvalho,Café,685.07,
2010,SC,da Paz,Soja,703.88,2241.41
2016,BA,Araújo de Rezende,Café,293.49,1170.01
2023,PR,Oliveira Paulista,Arroz,907.57,3380.35
2022,MT,Barbosa Grande,Soja,526.49,2184.84
2023,GO,Nunes,Milho,448.06,1996.71
2019,MG,Azevedo,Trigo,987.87,1749.14
2015,BA,das Neves,Cana-de-açúcar,150.73,732.76
2019,RS,Cardoso de Minas,Soja,643.4,3029.12
2012,MT,Teixeira,Feijão,742.33,3360.53
2001,BA,da Costa,Café,223.61,4907.24
2023,BA,Barbosa Grande,Trigo,799.88,552.04
2001,SC,Vieira,Soja,397.0,3381.54
2013,MT,da Costa da Prata,Café,137.59,2813.02
2003,BA,Melo,Feijão,148.23,771.89
2016,GO,da Mata da Mata,Trigo,809.66,1458.14
2012,MS,Aragão das Flores,Cana-de-açúcar,980.2,4939.51
2003,BA,Aragão das Flores,Trigo,156.5,3182.06
2002,BA,das Neves,Feijão,429.91,4079.45
2011,MS,Almeida,Feijão,720.92,2637.63
2021,BA,Melo de Carvalho,Café,223.83,782.32
2022,GO,Fernandes,Trigo,264.62,3702.6
2007,PR,Almeida do Galho,Cana-de-açúcar,755.14,1353.33
2001,SC,da Costa da Prata,Arroz,146.6,2394.03
2005,MT,Melo de Carvalho,Algodão,35.68,261.27
2021,PA,Gomes das Flores,Feijão,224.26,1000.39
2009,PA,Azevedo do Amparo,Arroz,481.26,1902.56
2011,SC,Alves de Ribeiro,Soja,531.03,4209.93
2020,PR,Silveira de Minas,Café,646.81,763.79
2009,MT,Rocha,Soja,719.28,3779.26
2009,SC,Almeida,Café,527.53,3341.19
2022,SP,da Conceição,Soja,787.59,1105.39
2002,PA,da Mata da Mata,Café,344.0,295.27
2019,MT,Teixeira,Milho,292.66,4948.92
2009,MT,Araújo de Rezende,Café,422.26,2930.34
2008,GO,Teixeira,Arroz,144.12,3742.0
2019,MS,Vieira,Milho,46.1,2214.32
2018,MS,Almeida do Galho,Trigo,103.18,4877.26
2013,PR,Azevedo,Cana-de-açúcar,747.15,183.09
2001,GO,Rocha,Cana-de-açúcar,150.65,2034.49
2004,MG,Caldeira,Cana-de-açúcar,860.48,4614.9
2019,MG,Caldeira,Milho,741.74,4032.09
2007,RS,Cardoso de Minas,Cana-de-açúcar,683.1,1981.47
2006,BA,da Costa,Café,41.75,1093.57
2005,PA,Alves de Ribeiro,Cana-de-açúcar,292.65,386.67
2010,MT,Caldeira,Cana-de-açúcar,751.58,3785.39
2011,SC,Viana do Amparo,Cana-de-açúcar,611.99,3711.62
2017,RS,da Costa da Prata,Soja,325.03,420.08
2018,SP,Azevedo,Soja,55.12,563.98
2009,PA,Fernandes,Feijão,37.97,1680.06
2020,MT,Gomes das Flores,Soja,287.41,4254.5
2013,MS,da Costa da Prata,Trigo,145.16,3409.56
2002,GO,Correia,Cana-de-açúcar,950.17,2897.51
2017,BA,da Costa da Prata,Cana-de-açúcar,687.78,880.07
2023,PA,Araújo de Rezende,Trigo,572.01,4013.85
2014,SP,Aragão das Flores,Feijão,236.01,4975.18
2005,SP,Melo,Cana-de-açúcar,,4569.49
2009,BA,Silveira de Minas,Café,167.55,269.29
2011,MS,Moraes Verde,Trigo,746.24,4194.34
2006,MS,Correia,Soja,362.46,2653.8
2016,MS,Fogaça,Soja,728.61,3359.21
2000,RS,Cardoso de Minas,Arroz,673.87,4436.22
2017,RS,Rocha,Algodão,861.3,2835.64
2014,MS,Souza,Café,876.54,2588.16
2018,SC,Fernandes,Trigo,98.88,4428.82
2000,RS,Silveira de Minas,Arroz,702.07,1205.6
2004,GO,Oliveira Paulista,Café,245.24,1643.16
2014,BA,Azevedo,Cana-de-açúcar,139.52,762.28
2002,PA,Souza,Milho,708.15,1576.48
2000,RS,Azevedo do Amparo,Arroz,149.85,2986.56
2007,BA,da Costa da Prata,Feijão,511.97,3509.74
2011,PA,Gomes das Flores,Milho,929.61,
2021,MS,Caldeira,Café,886.96,4953.16
2018,SP,Almeida,Soja,745.58,4884.66
2011,SC,Silveira de Minas,Trigo,299.46,1971.0
2012,PA,Correia,Algodão,287.33,2453.96
2000,SC,Cardoso,Cana-de-açúcar,259.12,3483.89
2018,BA,Silveira de Minas,Arroz,72.38,3839.01
2005,SP,Araújo de Rezende,Trigo,79.59,4925.01
2007,BA,da Mata da Mata,Cana-de-açúcar,562.7,770.16
2003,MG,Dias,Cana-de-açúcar,601.59,1509.09
2004,PA,Fogaça,Trigo,373.86,3070.51
2021,GO,Novaes,Milho,876.4,105.37
2006,MG,da Luz,Soja,532.21,525.54
2022,SP,da Paz,Feijão,130.17,315.77
2003,PR,Monteiro dos Dourados,Trigo,389.76,2153.25
2019,SC,da Conceição,Feijão,141.49,2415.14
2003,PA,Pires da Mata,Feijão,,2823.57
2014,MG,Teixeira,Café,874.66,1081.66
2020,MG,Cardoso,Milho,680.81,2224.22
2004,SC,da Conceição,Soja,365.1,2199.02
2023,BA,Moraes Verde,Cana-de-açúcar,838.25,632.1
